Date,Category,Device,Clicks,Cost,Sales,Order value,Tracked leads,Cost of tracked leads
11/12/2021,Fahrradteile & Fahrradzubehör,Computer,3,1.35,0,0,3,1.35
11/12/2021,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
12/12/2021,Links,Computer,740,333,0,0,740,333
12/12/2021,Links,Mobile,35,15.75,0,0,35,15.75
12/12/2021,Herrenmode,Computer,2,0.9,0,0,2,0.9
12/12/2021,Herrenmode,Mobile,4,1.35,0,0,4,1.35
12/12/2021,Damenmode,Computer,11,4.95,0,0,11,4.95
12/12/2021,Damenmode,Mobile,2,0.675,0,0,2,0.675
12/12/2021,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
12/12/2021,Sportbekleidung Damen,Computer,24,10.8,0,0,24,10.8
12/12/2021,Sportbekleidung Damen,Mobile,5,1.6875,0,0,5,1.6875
12/12/2021,Sportbekleidung Herren,Computer,181,81.45,0,0,181,81.45
12/12/2021,Sportbekleidung Herren,Mobile,4,1.35,0,0,4,1.35
12/12/2021,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
12/12/2021,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
12/12/2021,Sportschuhe Herren,Mobile,3,1.0125,1,96.63,3,1.0125
13/12/21,Links,Computer,700,315,0,0,700,315
13/12/21,Links,Mobile,45,20.25,0,0,45,20.25
13/12/21,Herrenmode,Computer,2,0.9,0,0,2,0.9
13/12/21,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
13/12/21,Damenmode,Computer,12,5.4,0,0,12,5.4
13/12/21,Sonnenbrillen,Computer,2,0.9,0,0,2,0.9
13/12/21,Sportbekleidung Damen,Computer,22,9.9,0,0,22,9.9
13/12/21,Sportbekleidung Damen,Mobile,3,1.0125,0,0,3,1.0125
13/12/21,Sportbekleidung Herren,Computer,156,70.2,3,337.04,156,70.2
13/12/21,Sportbekleidung Herren,Mobile,26,8.775,0,0,26,8.775
13/12/21,Fahrradteile & Fahrradzubehör,Computer,3,1.35,0,0,3,1.35
13/12/21,Sportschuhe Herren,Mobile,3,1.0125,0,0,3,1.0125
15/12/21,Links,Computer,729,328.05,0,0,729,328.05
15/12/21,Links,Mobile,50,22.5,0,0,50,22.5
15/12/21,Herrenmode,Computer,4,1.8,0,0,4,1.8
15/12/21,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
15/12/21,Damenmode,Computer,4,1.8,0,0,4,1.8
15/12/21,Sportbekleidung Damen,Computer,14,6.3,0,0,14,6.3
15/12/21,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
15/12/21,Sportbekleidung Herren,Computer,122,54.9,0,0,122,54.9
15/12/21,Sportbekleidung Herren,Mobile,15,5.0625,1,151.26,15,5.0625
15/12/21,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
15/12/21,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
17/12/21,Links,Computer,666,299.7,0,0,666,299.7
17/12/21,Links,Mobile,55,24.75,0,0,55,24.75
17/12/21,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
17/12/21,Damenmode,Computer,3,1.35,0,0,3,1.35
17/12/21,Sportbekleidung Damen,Computer,7,3.15,0,0,7,3.15
17/12/21,Sportbekleidung Herren,Computer,72,32.4,0,0,72,32.4
17/12/21,Sportbekleidung Herren,Mobile,14,4.725,0,0,14,4.725
17/12/21,Taschen,Computer,2,0.9,0,0,2,0.9
17/12/21,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
17/12/21,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
3/12/2021,Links,Computer,5,2.25,0,0,5,2.25
3/12/2021,Links,Mobile,2,0.9,0,0,2,0.9
3/12/2021,Herrenmode,Computer,4,1.8,0,0,4,1.8
3/12/2021,Damenmode,Computer,2,0.9,0,0,2,0.9
3/12/2021,Damenmode,Mobile,2,0.675,0,0,2,0.675
3/12/2021,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
3/12/2021,Sportbekleidung Damen,Computer,5,2.25,0,0,5,2.25
3/12/2021,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
3/12/2021,Sportbekleidung Herren,Computer,33,14.85,1,168.07,33,14.85
3/12/2021,Sportbekleidung Herren,Mobile,5,1.6875,0,0,5,1.6875
3/12/2021,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
3/12/2021,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
6/12/2021,Links,Computer,66,29.7,0,0,66,29.7
6/12/2021,Links,Mobile,3,1.35,0,0,3,1.35
6/12/2021,Herrenmode,Computer,6,2.7,0,0,6,2.7
6/12/2021,Damenmode,Computer,5,2.25,0,0,5,2.25
6/12/2021,Damenmode,Mobile,3,1.0125,0,0,3,1.0125
6/12/2021,Sportbekleidung Damen,Computer,46,20.7,0,0,46,20.7
6/12/2021,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
6/12/2021,Sportbekleidung Herren,Computer,223,100.35,1,151.26,223,100.35
6/12/2021,Sportbekleidung Herren,Mobile,15,5.0625,0,0,15,5.0625
6/12/2021,Fahrradteile & Fahrradzubehör,Computer,5,2.25,0,0,5,2.25
6/12/2021,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
6/12/2021,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
6/12/2021,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
8/12/2021,Links,Computer,23,10.35,0,0,23,10.35
8/12/2021,Herrenmode,Computer,5,2.25,0,0,5,2.25
8/12/2021,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
8/12/2021,Damenmode,Computer,3,1.35,0,0,3,1.35
8/12/2021,Damenmode,Mobile,5,1.6875,0,0,5,1.6875
8/12/2021,Sportbekleidung Damen,Computer,16,7.2,0,0,16,7.2
8/12/2021,Sportbekleidung Damen,Mobile,3,1.0125,0,0,3,1.0125
8/12/2021,Sportbekleidung Herren,Computer,91,40.95,0,0,91,40.95
8/12/2021,Sportbekleidung Herren,Mobile,15,5.0625,1,92.44,15,5.0625
8/12/2021,Fahrradteile & Fahrradzubehör,Computer,3,1.35,0,0,3,1.35
8/12/2021,Sportschuhe Herren,Computer,3,1.35,0,0,3,1.35
9/12/2021,Links,Computer,32,14.4,0,0,32,14.4
9/12/2021,Links,Mobile,3,1.35,0,0,3,1.35
9/12/2021,Herrenmode,Computer,5,2.25,0,0,5,2.25
9/12/2021,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
9/12/2021,Damenmode,Computer,6,2.7,0,0,6,2.7
9/12/2021,Damenmode,Mobile,2,0.675,0,0,2,0.675
9/12/2021,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
9/12/2021,Sportbekleidung Damen,Computer,15,6.75,0,0,15,6.75
9/12/2021,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
9/12/2021,Sportbekleidung Herren,Computer,128,57.6,1,55.92,128,57.6
9/12/2021,Sportbekleidung Herren,Mobile,21,7.0875,0,0,21,7.0875
9/12/2021,Fahrradteile & Fahrradzubehör,Computer,5,2.25,0,0,5,2.25
9/12/2021,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
9/12/2021,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
18/12/21,Links,Computer,382,171.9,0,0,382,171.9
18/12/21,Links,Mobile,71,31.95,0,0,71,31.95
18/12/21,Herrenmode,Computer,1,0.45,0,0,1,0.45
18/12/21,Herrenmode,Mobile,8,2.7,0,0,8,2.7
18/12/21,Damenmode,Computer,8,3.6,0,0,8,3.6
18/12/21,Damenmode,Mobile,4,1.35,0,0,4,1.35
18/12/21,Sportbekleidung Damen,Computer,15,6.75,0,0,15,6.75
18/12/21,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
18/12/21,Sportbekleidung Herren,Computer,86,38.7,0,0,86,38.7
18/12/21,Sportbekleidung Herren,Mobile,13,4.3875,0,0,13,4.3875
18/12/21,Taschen,Computer,1,0.45,0,0,1,0.45
18/12/21,Fahrradteile & Fahrradzubehör,Mobile,3,1.0125,0,0,3,1.0125
18/12/21,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
19/12/21,Links,Computer,737,331.65,0,0,737,331.65
19/12/21,Links,Mobile,69,31.05,0,0,69,31.05
19/12/21,Herrenmode,Computer,2,0.9,0,0,2,0.9
19/12/21,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
19/12/21,Damenmode,Computer,10,4.5,0,0,10,4.5
19/12/21,Sportbekleidung Damen,Computer,17,7.65,0,0,17,7.65
19/12/21,Sportbekleidung Damen,Mobile,3,1.0125,0,0,3,1.0125
19/12/21,Sportbekleidung Herren,Computer,110,49.5,2,131.55,110,49.5
19/12/21,Sportbekleidung Herren,Mobile,10,3.375,0,0,10,3.375
19/12/21,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
20/12/21,Links,Computer,677,304.65,0,0,677,304.65
20/12/21,Links,Mobile,137,61.65,0,0,137,61.65
20/12/21,Herrenmode,Computer,5,2.25,0,0,5,2.25
20/12/21,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
20/12/21,Damenmode,Computer,5,2.25,0,0,5,2.25
20/12/21,Sportbekleidung Damen,Computer,11,4.95,0,0,11,4.95
20/12/21,Sportbekleidung Herren,Computer,99,44.55,1,315.14,99,44.55
20/12/21,Sportbekleidung Herren,Mobile,7,2.3625,0,0,7,2.3625
20/12/21,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
27/12/21,Sportbekleidung Herren,Mobile,0,0,1,168.06,0,0
2/11/2021,Links,Computer,252,113.4,1,369.75,252,113.4
2/11/2021,Links,Mobile,249,112.05,0,0,249,112.05
2/11/2021,Herrenmode,Computer,2,0.9,0,0,2,0.9
2/11/2021,Herrenmode,Mobile,4,1.35,0,0,4,1.35
2/11/2021,Damenmode,Computer,6,2.7,0,0,6,2.7
2/11/2021,Damenmode,Mobile,10,3.375,0,0,10,3.375
2/11/2021,Sonnenbrillen,Computer,3,1.35,0,0,3,1.35
2/11/2021,Sportbekleidung Damen,Computer,11,4.95,0,0,11,4.95
2/11/2021,Sportbekleidung Damen,Mobile,1,0.3375,0,0,1,0.3375
2/11/2021,Sportbekleidung Herren,Computer,61,27.45,0,0,61,27.45
2/11/2021,Sportbekleidung Herren,Mobile,9,3.0375,0,0,9,3.0375
2/11/2021,Taschen,Mobile,1,0.3375,0,0,1,0.3375
2/11/2021,Fahrradteile & Fahrradzubehör,Computer,3,1.35,0,0,3,1.35
2/11/2021,Fahrradteile & Fahrradzubehör,Mobile,3,1.0125,0,0,3,1.0125
2/11/2021,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
2/11/2021,Sportschuhe Herren,Mobile,1,0.3375,0,0,1,0.3375
3/11/2021,Links,Computer,168,75.6,0,0,168,75.6
3/11/2021,Links,Mobile,224,100.8,0,0,224,100.8
3/11/2021,Herrenmode,Computer,2,0.9,0,0,2,0.9
3/11/2021,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
3/11/2021,Damenmode,Computer,6,2.7,0,0,6,2.7
3/11/2021,Damenmode,Mobile,5,1.6875,0,0,5,1.6875
3/11/2021,Sportbekleidung Damen,Computer,9,4.05,0,0,9,4.05
3/11/2021,Sportbekleidung Herren,Computer,34,15.3,0,0,34,15.3
3/11/2021,Sportbekleidung Herren,Mobile,8,2.7,0,0,8,2.7
3/11/2021,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
3/11/2021,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
3/11/2021,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
3/11/2021,Sportschuhe Herren,Mobile,3,1.0125,0,0,3,1.0125
5/11/2021,Links,Computer,55,24.75,1,201.68,55,24.75
5/11/2021,Links,Mobile,69,31.05,0,0,69,31.05
5/11/2021,Herrenmode,Computer,3,1.35,0,0,3,1.35
5/11/2021,Damenmode,Computer,6,2.7,0,0,6,2.7
5/11/2021,Damenmode,Mobile,4,1.35,0,0,4,1.35
5/11/2021,Sportbekleidung Damen,Computer,7,3.15,0,0,7,3.15
5/11/2021,Sportbekleidung Herren,Computer,30,13.5,0,0,30,13.5
5/11/2021,Sportbekleidung Herren,Mobile,7,2.3625,0,0,7,2.3625
5/11/2021,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
7/11/2021,Links,Computer,39,17.55,0,0,39,17.55
7/11/2021,Links,Mobile,52,23.4,0,0,52,23.4
7/11/2021,Herrenmode,Computer,1,0.45,0,0,1,0.45
7/11/2021,Damenmode,Computer,6,2.7,0,0,6,2.7
7/11/2021,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
7/11/2021,Sportbekleidung Damen,Computer,11,4.95,0,0,11,4.95
7/11/2021,Sportbekleidung Herren,Computer,50,22.5,2,310.93,50,22.5
7/11/2021,Sportbekleidung Herren,Mobile,20,6.75,1,75.63,20,6.75
7/11/2021,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
7/11/2021,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
9/11/2021,Links,Computer,76,34.2,0,0,76,34.2
9/11/2021,Links,Mobile,9,4.05,0,0,9,4.05
9/11/2021,Herrenmode,Computer,3,1.35,1,147.06,3,1.35
9/11/2021,Herrenmode,Mobile,2,0.675,0,0,2,0.675
9/11/2021,Damenmode,Computer,8,3.6,0,0,8,3.6
9/11/2021,Sportbekleidung Damen,Computer,14,6.3,0,0,14,6.3
9/11/2021,Sportbekleidung Damen,Mobile,6,2.025,0,0,6,2.025
9/11/2021,Sportbekleidung Herren,Computer,58,26.1,2,512.6,58,26.1
9/11/2021,Sportbekleidung Herren,Mobile,8,2.7,0,0,8,2.7
13/11/21,Links,Computer,32,14.4,0,0,32,14.4
13/11/21,Links,Mobile,2,0.9,0,0,2,0.9
13/11/21,Herrenmode,Computer,5,2.25,0,0,5,2.25
13/11/21,Herrenmode,Mobile,2,0.675,0,0,2,0.675
13/11/21,Damenmode,Computer,6,2.7,0,0,6,2.7
13/11/21,Damenmode,Mobile,2,0.675,0,0,2,0.675
13/11/21,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
13/11/21,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
13/11/21,Sportbekleidung Damen,Computer,17,7.65,0,0,17,7.65
13/11/21,Sportbekleidung Herren,Computer,82,36.9,0,0,82,36.9
13/11/21,Sportbekleidung Herren,Mobile,7,2.3625,0,0,7,2.3625
13/11/21,Taschen,Mobile,1,0.3375,0,0,1,0.3375
13/11/21,Sportschuhe Herren,Computer,2,0.9,0,0,2,0.9
15/11/21,Links,Computer,41,18.45,0,0,41,18.45
15/11/21,Links,Mobile,23,10.35,0,0,23,10.35
15/11/21,Herrenmode,Computer,1,0.45,0,0,1,0.45
15/11/21,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
15/11/21,Damenmode,Computer,2,0.9,0,0,2,0.9
15/11/21,Damenmode,Mobile,2,0.675,0,0,2,0.675
15/11/21,Sportbekleidung Damen,Computer,6,2.7,0,0,6,2.7
15/11/21,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
15/11/21,Sportbekleidung Herren,Computer,36,16.2,0,0,36,16.2
15/11/21,Sportbekleidung Herren,Mobile,8,2.7,0,0,8,2.7
15/11/21,Fahrradteile & Fahrradzubehör,Computer,3,1.35,0,0,3,1.35
15/11/21,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
15/11/21,Sportschuhe Herren,Mobile,2,0.675,0,0,2,0.675
16/11/21,Links,Computer,7,3.15,0,0,7,3.15
16/11/21,Links,Mobile,2,0.9,0,0,2,0.9
16/11/21,Herrenmode,Computer,2,0.9,0,0,2,0.9
16/11/21,Herrenmode,Mobile,4,1.35,0,0,4,1.35
16/11/21,Damenmode,Computer,6,2.7,0,0,6,2.7
16/11/21,Damenmode,Mobile,2,0.675,0,0,2,0.675
16/11/21,Sportbekleidung Damen,Computer,2,0.9,0,0,2,0.9
16/11/21,Sportbekleidung Damen,Mobile,6,2.025,0,0,6,2.025
16/11/21,Sportbekleidung Herren,Computer,52,23.4,1,64.32,52,23.4
16/11/21,Sportbekleidung Herren,Mobile,4,1.35,0,0,4,1.35
16/11/21,Taschen,Mobile,1,0.3375,0,0,1,0.3375
16/11/21,Fahrradteile & Fahrradzubehör,Computer,1,0.45,0,0,1,0.45
16/11/21,Fahrradteile & Fahrradzubehör,Mobile,5,1.6875,0,0,5,1.6875
16/11/21,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
18/11/21,Links,Computer,269,121.05,0,0,269,121.05
18/11/21,Links,Mobile,342,153.9,1,55.92,342,153.9
18/11/21,Herrenmode,Computer,1,0.45,0,0,1,0.45
18/11/21,Damenmode,Computer,5,2.25,0,0,5,2.25
18/11/21,Damenmode,Mobile,1,0.3375,0,0,1,0.3375
18/11/21,Herrenunterwäsche,Computer,1,0.45,0,0,1,0.45
18/11/21,Sportbekleidung Damen,Computer,7,3.15,0,0,7,3.15
18/11/21,Sportbekleidung Damen,Mobile,2,0.675,0,0,2,0.675
18/11/21,Sportbekleidung Herren,Computer,78,35.1,0,0,78,35.1
18/11/21,Sportbekleidung Herren,Mobile,10,3.375,0,0,10,3.375
18/11/21,Taschen,Computer,1,0.45,0,0,1,0.45
18/11/21,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
18/11/21,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
18/11/21,Sportschuhe Herren,Computer,1,0.45,0,0,1,0.45
18/11/21,Rucksäcke,Computer,1,0.45,0,0,1,0.45
21/11/21,Links,Computer,587,264.15,0,0,587,264.15
21/11/21,Links,Mobile,815,366.75,0,0,815,366.75
21/11/21,Herrenmode,Computer,5,2.25,0,0,5,2.25
21/11/21,Damenmode,Computer,4,1.8,0,0,4,1.8
21/11/21,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
21/11/21,Sonnenbrillen,Mobile,1,0.3375,0,0,1,0.3375
21/11/21,Sportbekleidung Damen,Computer,15,6.75,0,0,15,6.75
21/11/21,Sportbekleidung Damen,Mobile,4,1.35,0,0,4,1.35
21/11/21,Sportbekleidung Herren,Computer,121,54.45,1,113.44,121,54.45
21/11/21,Sportbekleidung Herren,Mobile,12,4.05,0,0,12,4.05
21/11/21,Fahrradteile & Fahrradzubehör,Computer,2,0.9,0,0,2,0.9
21/11/21,Fahrradteile & Fahrradzubehör,Mobile,1,0.3375,0,0,1,0.3375
21/11/21,Sportschuhe Herren,Computer,6,2.7,0,0,6,2.7
21/11/21,Sportschuhe Herren,Mobile,2,0.675,0,0,2,0.675
22/11/21,Links,Computer,1070,481.5,2,503.36,1070,481.5
22/11/21,Links,Mobile,1237,556.65,0,0,1237,556.65
22/11/21,Herrenmode,Computer,4,1.8,0,0,4,1.8
22/11/21,Herrenmode,Mobile,1,0.3375,0,0,1,0.3375
22/11/21,Damenmode,Computer,6,2.7,0,0,6,2.7
22/11/21,Damenmode,Mobile,2,0.675,0,0,2,0.675
22/11/21,Sonnenbrillen,Computer,1,0.45,0,0,1,0.45
22/11/21,Sonnenbrillen,Mobile,2,0.675,0,0,2,0.675
22/11/21,Sportbekleidung Damen,Computer,23,10.35,0,0,23,10.35
